STACJA;ROK;DATA;NRPOMIARU;TYDZ;NRDNIA;SDRD
12801;2022;06.11.2022;11;44;7;2756
12801;2022;07.11.2022;11;45;1;3694
12801;2022;08.11.2022;11;45;2;3384
12801;2022;09.11.2022;11;45;3;4563
12801;2022;10.11.2022;11;45;4;4373
12801;2022;11.11.2022;11;45;15;4000
12801;2022;12.11.2022;11;45;6;4052
12801;2022;13.11.2022;11;45;7;3181
12801;2022;14.11.2022;11;46;1;3712
12801;2022;15.11.2022;11;46;2;3633
12801;2022;16.11.2022;11;46;3;5042
12801;2022;17.11.2022;11;46;4;5345
12801;2022;18.11.2022;11;46;5;4432
12801;2022;19.11.2022;11;46;6;3640
12801;2022;20.11.2022;11;46;7;2836
12801;2022;21.11.2022;11;47;1;3737
12801;2022;22.11.2022;11;47;2;3300
12801;2022;23.11.2022;11;47;3;4370
12801;2022;24.11.2022;11;47;4;3888
12801;2022;25.11.2022;11;47;5;4329
12801;2022;26.11.2022;11;47;6;3545
12801;2022;27.11.2022;11;47;7;2517
12801;2022;28.11.2022;11;48;1;3580
12801;2022;29.11.2022;11;48;2;3539
12801;2022;30.11.2022;11;48;3;4606
12801;2022;01.12.2022;12;48;4;3944
12801;2022;02.12.2022;12;48;5;4020
12801;2022;03.12.2022;12;48;6;3483
12801;2022;04.12.2022;12;48;7;2483
12801;2022;05.12.2022;12;49;1;3485
12801;2022;06.12.2022;12;49;2;3221
12801;2022;07.12.2022;12;49;3;4742
12801;2022;08.12.2022;12;49;4;4192
12801;2022;09.12.2022;12;49;5;3760
12801;2022;10.12.2022;12;49;6;3538
12801;2022;11.12.2022;12;49;7;2519
12801;2022;12.12.2022;12;50;1;2811
12801;2022;13.12.2022;12;50;2;3127
12801;2022;14.12.2022;12;50;3;3635
12801;2022;15.12.2022;12;50;4;3606
12801;2022;16.12.2022;12;50;5;3976
12801;2022;17.12.2022;12;50;6;3333
12801;2022;18.12.2022;12;50;7;2648
12801;2022;19.12.2022;12;51;1;3438
12801;2022;20.12.2022;12;51;2;3427
12801;2022;21.12.2022;12;51;3;4616
12801;2022;22.12.2022;12;51;4;4350
12801;2022;23.12.2022;12;51;5;3642
12801;2022;24.12.2022;12;51;6;973
12801;2022;25.12.2022;12;51;17;715
12801;2022;26.12.2022;12;52;11;1354
12801;2022;27.12.2022;12;52;2;2721
12801;2022;28.12.2022;12;52;3;3275
12801;2022;29.12.2022;12;52;4;3226
12801;2022;30.12.2022;12;52;5;3380
14035;2022;01.02.2022;2;5;2;48441
14035;2022;02.02.2022;2;5;3;41542
14035;2022;03.02.2022;2;5;4;45751
14035;2022;04.02.2022;2;5;5;44036
14035;2022;05.02.2022;2;5;6;32029
14035;2022;06.02.2022;2;5;7;28608
14035;2022;07.02.2022;2;6;1;43995
14035;2022;08.02.2022;2;6;2;44876
14035;2022;09.02.2022;2;6;3;41192
14035;2022;10.02.2022;2;6;4;40743
14035;2022;11.02.2022;2;6;5;47511
14035;2022;12.02.2022;2;6;6;37845
14035;2022;13.02.2022;2;6;7;34394
14035;2022;14.02.2022;2;7;1;51891
14035;2022;15.02.2022;2;7;2;52894
14035;2022;16.02.2022;2;7;3;53316
14035;2022;17.02.2022;2;7;4;46464
14035;2022;18.02.2022;2;7;5;54392
14035;2022;19.02.2022;2;7;6;33462
14035;2022;20.02.2022;2;7;7;32166
14035;2022;21.02.2022;2;8;1;44614
14035;2022;22.02.2022;2;8;2;45150
14035;2022;23.02.2022;2;8;3;47446
14035;2022;24.02.2022;2;8;4;48983
14035;2022;25.02.2022;2;8;5;52780
14035;2022;26.02.2022;2;8;6;37555
14035;2022;27.02.2022;2;8;7;32059
14035;2022;28.02.2022;2;9;1;45810
14035;2022;01.03.2022;3;9;2;56951
14035;2022;02.03.2022;3;9;3;75827
14035;2022;03.03.2022;3;9;4;81973
14035;2022;04.03.2022;3;9;5;84164
14035;2022;05.03.2022;3;9;6;62911
14035;2022;06.03.2022;3;9;7;54973
14035;2022;07.03.2022;3;10;1;78508
14035;2022;08.03.2022;3;10;2;78680
14035;2022;09.03.2022;3;10;3;78437
14035;2022;10.03.2022;3;10;4;78963
14035;2022;11.03.2022;3;10;5;79744
14035;2022;12.03.2022;3;10;6;57287
14035;2022;13.03.2022;3;10;7;51034
14035;2022;14.03.2022;3;11;1;73624
14035;2022;15.03.2022;3;11;2;74768
14035;2022;16.03.2022;3;11;3;75690
14035;2022;17.03.2022;3;11;4;77176
14035;2022;18.03.2022;3;11;5;79851
14035;2022;19.03.2022;3;11;6;57888
14035;2022;20.03.2022;3;11;7;50277
14035;2022;21.03.2022;3;12;1;72673
14035;2022;22.03.2022;3;12;2;74152
14035;2022;23.03.2022;3;12;3;75732
14035;2022;24.03.2022;3;12;4;77482
14035;2022;25.03.2022;3;12;5;79792
14035;2022;26.03.2022;3;12;6;60678
14035;2022;27.03.2022;3;12;7;52719
14035;2022;28.03.2022;3;13;1;74548
14035;2022;29.03.2022;3;13;2;75008
14035;2022;30.03.2022;3;13;3;76467
14035;2022;31.03.2022;3;13;4;79662
14035;2022;01.04.2022;4;13;5;77532
14035;2022;02.04.2022;4;13;6;47919
14035;2022;03.04.2022;4;13;7;44984
14035;2022;04.04.2022;4;14;1;72674
14035;2022;05.04.2022;4;14;2;75136
14035;2022;06.04.2022;4;14;3;74970
14035;2022;07.04.2022;4;14;4;79695
14035;2022;08.04.2022;4;14;5;81180
14035;2022;09.04.2022;4;14;6;57838
14035;2022;10.04.2022;4;14;7;50915
14035;2022;11.04.2022;4;15;1;77238
14035;2022;12.04.2022;4;15;2;80329
14035;2022;13.04.2022;4;15;3;84990
14035;2022;14.04.2022;4;15;4;86798
14035;2022;15.04.2022;4;15;5;73729
14035;2022;16.04.2022;4;15;6;41274
14035;2022;17.04.2022;4;15;17;43662
14035;2022;18.04.2022;4;16;11;58673
14035;2022;19.04.2022;4;16;2;81677
14035;2022;20.04.2022;4;16;3;79633
14035;2022;21.04.2022;4;16;4;80408
14035;2022;22.04.2022;4;16;5;83770
14035;2022;23.04.2022;4;16;6;60339
14035;2022;24.04.2022;4;16;7;56142
14035;2022;25.04.2022;4;17;1;75379
14035;2022;26.04.2022;4;17;2;79265
14035;2022;27.04.2022;4;17;3;75928
14035;2022;28.04.2022;4;17;4;84378
14035;2022;29.04.2022;4;17;5;88230
14035;2022;30.04.2022;4;17;6;63629
14035;2022;01.05.2022;5;17;17;48774
14035;2022;02.05.2022;5;18;1;54796
14035;2022;03.05.2022;5;18;12;55761
14035;2022;04.05.2022;5;18;3;76860
14035;2022;05.05.2022;5;18;4;79171
14035;2022;06.05.2022;5;18;5;82562
14035;2022;07.05.2022;5;18;6;63072
14035;2022;08.05.2022;5;18;7;55742
14035;2022;09.05.2022;5;19;1;80971
14035;2022;10.05.2022;5;19;2;82964
14035;2022;11.05.2022;5;19;3;84121
14035;2022;12.05.2022;5;19;4;84895
14035;2022;13.05.2022;5;19;5;89380
14035;2022;14.05.2022;5;19;6;66164
14035;2022;15.05.2022;5;19;7;60282
14035;2022;16.05.2022;5;20;1;81232
14035;2022;17.05.2022;5;20;2;81898
14035;2022;18.05.2022;5;20;3;83932
14035;2022;19.05.2022;5;20;4;84860
14035;2022;20.05.2022;5;20;5;86634
14035;2022;24.05.2022;5;21;2;82064
14035;2022;25.05.2022;5;21;3;81200
14035;2022;26.05.2022;5;21;4;89363
14035;2022;27.05.2022;5;21;5;87972
14035;2022;28.05.2022;5;21;6;61772
14035;2022;29.05.2022;5;21;7;58765
14035;2022;30.05.2022;5;22;1;79776
14035;2022;31.05.2022;5;22;2;83248
14035;2022;01.06.2022;6;22;3;82995
14035;2022;02.06.2022;6;22;4;84720
14035;2022;03.06.2022;6;22;5;88706
14035;2022;04.06.2022;6;22;6;65249
14035;2022;07.06.2022;6;23;2;79853
14035;2022;08.06.2022;6;23;3;82806
14035;2022;09.06.2022;6;23;4;85334
14035;2022;10.06.2022;6;23;5;90041
14035;2022;11.06.2022;6;23;6;66103
14035;2022;12.06.2022;6;23;7;62913
14035;2022;13.06.2022;6;24;1;81968
14035;2022;14.06.2022;6;24;2;85493
14035;2022;15.06.2022;6;24;3;90257
14035;2022;16.06.2022;6;24;14;50591
14035;2022;17.06.2022;6;24;5;61316
14035;2022;18.06.2022;6;24;6;55103
14035;2022;19.06.2022;6;24;7;66843
14035;2022;20.06.2022;6;25;1;77507
14035;2022;21.06.2022;6;25;2;84162
14035;2022;22.06.2022;6;25;3;84421
14035;2022;23.06.2022;6;25;4;87188
14035;2022;24.06.2022;6;25;5;88166
14035;2022;25.06.2022;6;25;6;67652
14035;2022;26.06.2022;6;25;7;63481
14035;2022;27.06.2022;6;26;1;81780
14035;2022;28.06.2022;6;26;2;81288
14035;2022;29.06.2022;6;26;3;81719
14035;2022;30.06.2022;6;26;4;80699
14035;2022;01.07.2022;7;26;5;84858
14035;2022;02.07.2022;7;26;6;59159
14035;2022;03.07.2022;7;26;7;59190
14035;2022;04.07.2022;7;27;1;78197
14035;2022;05.07.2022;7;27;2;78582
14035;2022;06.07.2022;7;27;3;80001
14035;2022;07.07.2022;7;27;4;82407
14035;2022;08.07.2022;7;27;5;84789
14035;2022;09.07.2022;7;27;6;64783
14035;2022;10.07.2022;7;27;7;58203
14035;2022;11.07.2022;7;28;1;79849
14035;2022;12.07.2022;7;28;2;78714
14035;2022;13.07.2022;7;28;3;80339
14035;2022;14.07.2022;7;28;4;82556
14035;2022;15.07.2022;7;28;5;84980
14035;2022;16.07.2022;7;28;6;61400
14035;2022;17.07.2022;7;28;7;60643
14035;2022;18.07.2022;7;29;1;78482
14035;2022;19.07.2022;7;29;2;77616
14035;2022;20.07.2022;7;29;3;79774
14035;2022;21.07.2022;7;29;4;80215
14035;2022;22.07.2022;7;29;5;83167
14035;2022;23.07.2022;7;29;6;61346
14035;2022;24.07.2022;7;29;7;60371
14035;2022;25.07.2022;7;30;1;78957
14035;2022;26.07.2022;7;30;2;77433
14035;2022;27.07.2022;7;30;3;79183
14035;2022;28.07.2022;7;30;4;80614
14035;2022;29.07.2022;7;30;5;84520
14035;2022;30.07.2022;7;30;6;62116
14035;2022;31.07.2022;7;30;7;56447
14035;2022;01.08.2022;8;31;1;80836
14035;2022;02.08.2022;8;31;2;78975
14035;2022;03.08.2022;8;31;3;80169
14035;2022;04.08.2022;8;31;4;80797
14035;2022;05.08.2022;8;31;5;83364
14035;2022;06.08.2022;8;31;6;59579
14035;2022;07.08.2022;8;31;7;63012
14035;2022;08.08.2022;8;32;1;80994
14035;2022;09.08.2022;8;32;2;78976
14035;2022;10.08.2022;8;32;3;82066
14035;2022;11.08.2022;8;32;4;84272
14035;2022;12.08.2022;8;32;5;86832
14035;2022;13.08.2022;8;32;6;61867
14035;2022;14.08.2022;8;32;7;52960
14035;2022;15.08.2022;8;33;11;58731
14035;2022;16.08.2022;8;33;2;82312
14035;2022;17.08.2022;8;33;3;81566
14035;2022;18.08.2022;8;33;4;83502
14035;2022;19.08.2022;8;33;5;86724
14035;2022;20.08.2022;8;33;6;66301
14035;2022;21.08.2022;8;33;7;62201
14035;2022;22.08.2022;8;34;1;83698
14035;2022;23.08.2022;8;34;2;83321
14035;2022;24.08.2022;8;34;3;84979
14035;2022;25.08.2022;8;34;4;85091
14035;2022;26.08.2022;8;34;5;89137
14035;2022;27.08.2022;8;34;6;67734
14035;2022;28.08.2022;8;34;7;68069
14035;2022;29.08.2022;8;35;1;87615
14035;2022;30.08.2022;8;35;2;88357
14035;2022;31.08.2022;8;35;3;90415
14035;2022;01.09.2022;9;35;4;84414
14035;2022;02.09.2022;9;35;5;92405
14035;2022;03.09.2022;9;35;6;67478
14035;2022;04.09.2022;9;35;7;62056
14035;2022;05.09.2022;9;36;1;87077
14035;2022;06.09.2022;9;36;2;85841
14035;2022;07.09.2022;9;36;3;87568
14035;2022;08.09.2022;9;36;4;88191
14035;2022;09.09.2022;9;36;5;91093
14035;2022;10.09.2022;9;36;6;64624
14035;2022;11.09.2022;9;36;7;56485
14035;2022;12.09.2022;9;37;1;85124
14035;2022;13.09.2022;9;37;2;86447
14035;2022;14.09.2022;9;37;3;88985
14035;2022;15.09.2022;9;37;4;89404
14035;2022;16.09.2022;9;37;5;92695
14035;2022;17.09.2022;9;37;6;64910
14035;2022;18.09.2022;9;37;7;56798
14035;2022;19.09.2022;9;38;1;86762
14035;2022;20.09.2022;9;38;2;86135
14035;2022;21.09.2022;9;38;3;87479
14035;2022;22.09.2022;9;38;4;89493
14035;2022;23.09.2022;9;38;5;90332
14035;2022;24.09.2022;9;38;6;66968
14035;2022;25.09.2022;9;38;7;68225
14035;2022;26.09.2022;9;39;1;86903
14035;2022;27.09.2022;9;39;2;87849
14035;2022;28.09.2022;9;39;3;89428
14035;2022;29.09.2022;9;39;4;91454
14035;2022;30.09.2022;9;39;5;94825
14035;2022;01.10.2022;10;39;6;67656
14035;2022;02.10.2022;10;39;7;59376
14035;2022;03.10.2022;10;40;1;84060
14035;2022;04.10.2022;10;40;2;87440
14035;2022;05.10.2022;10;40;3;88657
14035;2022;06.10.2022;10;40;4;87430
14035;2022;07.10.2022;10;40;5;94175
14035;2022;08.10.2022;10;40;6;67001
14035;2022;09.10.2022;10;40;7;60913
14035;2022;10.10.2022;10;41;1;85669
14035;2022;11.10.2022;10;41;2;84632
14035;2022;12.10.2022;10;41;3;88386
14035;2022;13.10.2022;10;41;4;90718
14035;2022;14.10.2022;10;41;5;93942
14035;2022;15.10.2022;10;41;6;67802
14035;2022;16.10.2022;10;41;7;62279
14035;2022;17.10.2022;10;42;1;83746
14035;2022;18.10.2022;10;42;2;88009
14035;2022;19.10.2022;10;42;3;88419
14035;2022;20.10.2022;10;42;4;91279
14035;2022;21.10.2022;10;42;5;94414
14035;2022;22.10.2022;10;42;6;66043
14035;2022;23.10.2022;10;42;7;57875
14035;2022;24.10.2022;10;43;1;85769
14035;2022;25.10.2022;10;43;2;87116
14035;2022;26.10.2022;10;43;3;87340
14035;2022;27.10.2022;10;43;4;92804
14035;2022;28.10.2022;10;43;5;97661
14035;2022;29.10.2022;10;43;6;72606
14035;2022;30.10.2022;10;43;7;62385
14035;2022;31.10.2022;10;44;1;69932
14035;2022;01.11.2022;11;44;12;56479
14035;2022;02.11.2022;11;44;3;88072
14035;2022;03.11.2022;11;44;4;87840
14035;2022;04.11.2022;11;44;5;87298
14035;2022;05.11.2022;11;44;6;59087
14035;2022;06.11.2022;11;44;7;52920
14035;2022;07.11.2022;11;45;1;85900
14035;2022;08.11.2022;11;45;2;87276
14035;2022;09.11.2022;11;45;3;89915
14035;2022;10.11.2022;11;45;4;95898
14035;2022;11.11.2022;11;45;15;56476
14035;2022;12.11.2022;11;45;6;56878
14035;2022;13.11.2022;11;45;7;59721
14035;2022;14.11.2022;11;46;1;86661
14035;2022;15.11.2022;11;46;2;87778
14035;2022;16.11.2022;11;46;3;88732
14035;2022;17.11.2022;11;46;4;88930
14035;2022;18.11.2022;11;46;5;90483
14035;2022;19.11.2022;11;46;6;60869
14035;2022;20.11.2022;11;46;7;50124
14035;2022;21.11.2022;11;47;1;83449
14035;2022;22.11.2022;11;47;2;84095
14035;2022;23.11.2022;11;47;3;85767
14035;2022;24.11.2022;11;47;4;81650
14035;2022;25.11.2022;11;47;5;89359
14035;2022;26.11.2022;11;47;6;59409
14035;2022;27.11.2022;11;47;7;50006
14035;2022;28.11.2022;11;48;1;85082
14035;2022;29.11.2022;11;48;2;79015
14035;2022;30.11.2022;11;48;3;87275
14035;2022;01.12.2022;12;48;4;80150
14035;2022;02.12.2022;12;48;5;84464
14035;2022;03.12.2022;12;48;6;58592
14035;2022;04.12.2022;12;48;7;50290
14035;2022;05.12.2022;12;49;1;79887
14035;2022;06.12.2022;12;49;2;68417
14035;2022;07.12.2022;12;49;3;76887
14035;2022;08.12.2022;12;49;4;80515
14035;2022;09.12.2022;12;49;5;81208
14035;2022;10.12.2022;12;49;6;57188
14035;2022;11.12.2022;12;49;7;42366
14035;2022;12.12.2022;12;50;1;69114
14035;2022;13.12.2022;12;50;2;73289
14035;2022;14.12.2022;12;50;3;77862
14035;2022;15.12.2022;12;50;4;76406
14035;2022;16.12.2022;12;50;5;72729
14035;2022;17.12.2022;12;50;6;52327
14035;2022;18.12.2022;12;50;7;45097
14035;2022;19.12.2022;12;51;1;74889
14035;2022;20.12.2022;12;51;2;75180
14035;2022;21.12.2022;12;51;3;78370
14035;2022;22.12.2022;12;51;4;80302
14035;2022;23.12.2022;12;51;5;65513
14035;2022;24.12.2022;12;51;6;50504
14035;2022;25.12.2022;12;51;17;39665
14035;2022;26.12.2022;12;52;11;46813
14035;2022;27.12.2022;12;52;2;66358
14035;2022;28.12.2022;12;52;3;68857
14035;2022;29.12.2022;12;52;4;67860
14035;2022;30.12.2022;12;52;5;65746
14035;2022;31.12.2022;12;52;6;36184
16004;2022;01.01.2022;1;52;16;14712
16004;2022;02.01.2022;1;52;7;41093
16004;2022;03.01.2022;1;1;1;35497
16004;2022;04.01.2022;1;1;2;31865
16004;2022;05.01.2022;1;1;3;33305
16004;2022;06.01.2022;1;1;14;24876
16004;2022;07.01.2022;1;1;5;26895
16004;2022;08.01.2022;1;1;6;30760
16004;2022;09.01.2022;1;1;7;42695
16004;2022;10.01.2022;1;2;1;36792
16004;2022;11.01.2022;1;2;2;34025
16004;2022;12.01.2022;1;2;3;33556
16004;2022;13.01.2022;1;2;4;34228
16004;2022;14.01.2022;1;2;5;37826
16004;2022;15.01.2022;1;2;6;28076
16004;2022;16.01.2022;1;2;7;29310
16004;2022;17.01.2022;1;3;1;36383
16004;2022;18.01.2022;1;3;2;34049
16004;2022;19.01.2022;1;3;3;34074
16004;2022;20.01.2022;1;3;4;35315
16004;2022;21.01.2022;1;3;5;38153
16004;2022;22.01.2022;1;3;6;28360
16004;2022;23.01.2022;1;3;7;27746
16004;2022;24.01.2022;1;4;1;36221
16004;2022;25.01.2022;1;4;2;33868
16004;2022;26.01.2022;1;4;3;33995
16004;2022;27.01.2022;1;4;4;35619
16004;2022;28.01.2022;1;4;5;39054
16004;2022;29.01.2022;1;4;6;29937
16004;2022;30.01.2022;1;4;7;27736
16004;2022;31.01.2022;1;5;1;36947
16004;2022;01.02.2022;2;5;2;31320
16004;2022;02.02.2022;2;5;3;32983
16004;2022;03.02.2022;2;5;4;35603
16004;2022;04.02.2022;2;5;5;39466
16004;2022;05.02.2022;2;5;6;29847
16004;2022;06.02.2022;2;5;7;30663
16004;2022;07.02.2022;2;6;1;36719
16004;2022;08.02.2022;2;6;2;33662
16004;2022;09.02.2022;2;6;3;35383
16004;2022;10.02.2022;2;6;4;38164
16004;2022;11.02.2022;2;6;5;42637
16004;2022;12.02.2022;2;6;6;34226
16004;2022;13.02.2022;2;6;7;34652
16004;2022;14.02.2022;2;7;1;37502
16004;2022;15.02.2022;2;7;2;36059
16004;2022;16.02.2022;2;7;3;37102
16004;2022;17.02.2022;2;7;4;38088
16004;2022;18.02.2022;2;7;5;42643
16004;2022;19.02.2022;2;7;6;30992
16004;2022;20.02.2022;2;7;7;33805
16004;2022;21.02.2022;2;8;1;38498
16004;2022;22.02.2022;2;8;2;36583
16004;2022;23.02.2022;2;8;3;37132
16004;2022;24.02.2022;2;8;4;40626
16004;2022;25.02.2022;2;8;5;45093
16004;2022;26.02.2022;2;8;6;37239
16004;2022;27.02.2022;2;8;7;41060
16004;2022;28.02.2022;2;9;1;44819
16004;2022;01.03.2022;3;9;2;41950
16004;2022;02.03.2022;3;9;3;41500
16004;2022;03.03.2022;3;9;4;44750
16004;2022;04.03.2022;3;9;5;48713
16004;2022;05.03.2022;3;9;6;39485
16004;2022;06.03.2022;3;9;7;41673
16004;2022;07.03.2022;3;10;1;44399
16004;2022;08.03.2022;3;10;2;40906
16004;2022;09.03.2022;3;10;3;41383
16004;2022;10.03.2022;3;10;4;42029
16004;2022;11.03.2022;3;10;5;46172
16004;2022;12.03.2022;3;10;6;34492
16004;2022;13.03.2022;3;10;7;36070
16004;2022;14.03.2022;3;11;1;40656
16004;2022;15.03.2022;3;11;2;37823
16004;2022;16.03.2022;3;11;3;37363
16004;2022;17.03.2022;3;11;4;40329
16004;2022;18.03.2022;3;11;5;43855
16004;2022;19.03.2022;3;11;6;29940
16004;2022;20.03.2022;3;11;7;32616
16004;2022;21.03.2022;3;12;1;37214
16004;2022;22.03.2022;3;12;2;34259
16004;2022;23.03.2022;3;12;3;36518
16004;2022;24.03.2022;3;12;4;38906
16004;2022;25.03.2022;3;12;5;40723
16004;2022;26.03.2022;3;12;6;30201
16004;2022;27.03.2022;3;12;7;32840
16004;2022;28.03.2022;3;13;1;38127
16004;2022;29.03.2022;3;13;2;37123
16004;2022;30.03.2022;3;13;3;36758
16004;2022;31.03.2022;3;13;4;37721
16004;2022;01.04.2022;4;13;5;38263
16004;2022;02.04.2022;4;13;6;26400
16004;2022;03.04.2022;4;13;7;29057
16004;2022;04.04.2022;4;14;1;37016
16004;2022;05.04.2022;4;14;2;35103
16004;2022;06.04.2022;4;14;3;36145
16004;2022;07.04.2022;4;14;4;38301
16004;2022;08.04.2022;4;14;5;42763
16004;2022;09.04.2022;4;14;6;36574
16004;2022;10.04.2022;4;14;7;33251
16004;2022;11.04.2022;4;15;1;38419
16004;2022;12.04.2022;4;15;2;38094
16004;2022;13.04.2022;4;15;3;42944
16004;2022;14.04.2022;4;15;4;50650
16004;2022;15.04.2022;4;15;5;46405
16004;2022;16.04.2022;4;15;6;23783
16004;2022;17.04.2022;4;15;17;16558
16004;2022;18.04.2022;4;16;11;36856
16004;2022;19.04.2022;4;16;2;52538
16004;2022;20.04.2022;4;16;3;42129
16004;2022;21.04.2022;4;16;4;40656
16004;2022;22.04.2022;4;16;5;44020
16004;2022;23.04.2022;4;16;6;37675
16004;2022;24.04.2022;4;16;7;41756
16004;2022;25.04.2022;4;17;1;40848
16004;2022;26.04.2022;4;17;2;38004
16004;2022;27.04.2022;4;17;3;38728
16004;2022;28.04.2022;4;17;4;41961
16004;2022;29.04.2022;4;17;5;45170
16004;2022;30.04.2022;4;17;6;42178
16004;2022;01.05.2022;5;17;17;32270
16004;2022;02.05.2022;5;18;1;33690
16004;2022;03.05.2022;5;18;12;37433
16004;2022;04.05.2022;5;18;3;40532
16004;2022;05.05.2022;5;18;4;38373
16004;2022;06.05.2022;5;18;5;42657
16004;2022;07.05.2022;5;18;6;33988
16004;2022;08.05.2022;5;18;7;35874
16004;2022;09.05.2022;5;19;1;41545
16004;2022;10.05.2022;5;19;2;34275
16004;2022;11.05.2022;5;19;3;38799
16004;2022;12.05.2022;5;19;4;41824
16004;2022;13.05.2022;5;19;5;44576
16004;2022;14.05.2022;5;19;6;35726
16004;2022;15.05.2022;5;19;7;38483
16004;2022;16.05.2022;5;20;1;42028
16004;2022;17.05.2022;5;20;2;35945
16004;2022;18.05.2022;5;20;3;39715
16004;2022;19.05.2022;5;20;4;40871
16004;2022;20.05.2022;5;20;5;44982
16004;2022;21.05.2022;5;20;6;35332
16004;2022;22.05.2022;5;20;7;37180
16004;2022;23.05.2022;5;21;1;41138
16004;2022;24.05.2022;5;21;2;37623
16004;2022;25.05.2022;5;21;3;39648
16004;2022;26.05.2022;5;21;4;47083
16004;2022;27.05.2022;5;21;5;42493
16004;2022;28.05.2022;5;21;6;34023
16004;2022;29.05.2022;5;21;7;42878
16004;2022;30.05.2022;5;22;1;42187
16004;2022;31.05.2022;5;22;2;38456
16004;2022;01.06.2022;6;22;3;40552
16004;2022;02.06.2022;6;22;4;39161
16004;2022;03.06.2022;6;22;5;44679
16004;2022;04.06.2022;6;22;6;35205
16004;2022;05.06.2022;6;22;17;33640
16004;2022;06.06.2022;6;23;1;48734
16004;2022;07.06.2022;6;23;2;37780
16004;2022;08.06.2022;6;23;3;38134
16004;2022;09.06.2022;6;23;4;39708
16004;2022;10.06.2022;6;23;5;45636
16004;2022;11.06.2022;6;23;6;38763
16004;2022;12.06.2022;6;23;7;38221
16004;2022;13.06.2022;6;24;1;41699
16004;2022;14.06.2022;6;24;2;39554
16004;2022;15.06.2022;6;24;3;46626
16004;2022;16.06.2022;6;24;14;40088
16004;2022;17.06.2022;6;24;5;35145
16004;2022;18.06.2022;6;24;6;36365
16004;2022;19.06.2022;6;24;7;52773
16004;2022;20.06.2022;6;25;1;44970
16004;2022;21.06.2022;6;25;2;39611
16004;2022;22.06.2022;6;25;3;40558
16004;2022;23.06.2022;6;25;4;39194
16004;2022;24.06.2022;6;25;5;46494
16004;2022;25.06.2022;6;25;6;42339
16004;2022;26.06.2022;6;25;7;40474
16004;2022;27.06.2022;6;26;1;43083
16004;2022;28.06.2022;6;26;2;39173
16004;2022;29.06.2022;6;26;3;38952
16004;2022;30.06.2022;6;26;4;42296
16004;2022;01.07.2022;7;26;5;46733
16004;2022;02.07.2022;7;26;6;42803
16004;2022;03.07.2022;7;26;7;42005
16004;2022;04.07.2022;7;27;1;45184
16004;2022;05.07.2022;7;27;2;38787
16004;2022;06.07.2022;7;27;3;39312
16004;2022;07.07.2022;7;27;4;41336
16004;2022;08.07.2022;7;27;5;46759
16004;2022;09.07.2022;7;27;6;43838
16004;2022;10.07.2022;7;27;7;43088
16004;2022;11.07.2022;7;28;1;45329
16004;2022;12.07.2022;7;28;2;39613
16004;2022;13.07.2022;7;28;3;40503
16004;2022;14.07.2022;7;28;4;45356
16004;2022;15.07.2022;7;28;5;50136
16004;2022;16.07.2022;7;28;6;53450
16004;2022;17.07.2022;7;28;7;50523
16004;2022;18.07.2022;7;29;1;45471
16004;2022;19.07.2022;7;29;2;40583
16004;2022;20.07.2022;7;29;3;40346
16004;2022;21.07.2022;7;29;4;42598
16004;2022;22.07.2022;7;29;5;48334
16004;2022;23.07.2022;7;29;6;49170
16004;2022;24.07.2022;7;29;7;47972
16004;2022;25.07.2022;7;30;1;46389
16004;2022;26.07.2022;7;30;2;40091
16004;2022;27.07.2022;7;30;3;40425
16004;2022;28.07.2022;7;30;4;44141
16004;2022;29.07.2022;7;30;5;48608
16004;2022;30.07.2022;7;30;6;51418
16004;2022;31.07.2022;7;30;7;50660
16004;2022;01.08.2022;8;31;1;48630
16004;2022;02.08.2022;8;31;2;40893
16004;2022;03.08.2022;8;31;3;41272
16004;2022;04.08.2022;8;31;4;43792
16004;2022;05.08.2022;8;31;5;47706
16004;2022;06.08.2022;8;31;6;49743
16004;2022;07.08.2022;8;31;7;51352
16004;2022;08.08.2022;8;32;1;48206
16004;2022;09.08.2022;8;32;2;41619
16004;2022;10.08.2022;8;32;3;42931
16004;2022;11.08.2022;8;32;4;46246
16004;2022;12.08.2022;8;32;5;55403
16004;2022;13.08.2022;8;32;6;52906
16004;2022;14.08.2022;8;32;7;48038
16004;2022;15.08.2022;8;33;11;46990
16004;2022;16.08.2022;8;33;2;46726
16004;2022;17.08.2022;8;33;3;43008
16004;2022;18.08.2022;8;33;4;44349
16004;2022;19.08.2022;8;33;5;47730
16004;2022;20.08.2022;8;33;6;45712
16004;2022;21.08.2022;8;33;7;45548
16004;2022;22.08.2022;8;34;1;45251
16004;2022;23.08.2022;8;34;2;33168
16004;2022;24.08.2022;8;34;3;41386
16004;2022;25.08.2022;8;34;4;44009
16004;2022;26.08.2022;8;34;5;48135
16004;2022;27.08.2022;8;34;6;43818
16004;2022;28.08.2022;8;34;7;46535
16004;2022;29.08.2022;8;35;1;43481
16004;2022;30.08.2022;8;35;2;41285
16004;2022;31.08.2022;8;35;3;41449
16004;2022;01.09.2022;9;35;4;40538
16004;2022;02.09.2022;9;35;5;45398
16004;2022;03.09.2022;9;35;6;39183
16004;2022;04.09.2022;9;35;7;42207
16004;2022;05.09.2022;9;36;1;43002
16004;2022;06.09.2022;9;36;2;38573
16004;2022;07.09.2022;9;36;3;38231
