STACJA;ROK;DATA;NRPOMIARU;TYDZ;NRDNIA;SDRD
8088;2022;20.05.2022;5;20;5;22313
8088;2022;21.05.2022;5;20;6;16808
8088;2022;22.05.2022;5;20;7;18330
8088;2022;23.05.2022;5;21;1;17590
8088;2022;24.05.2022;5;21;2;16901
8088;2022;25.05.2022;5;21;3;18649
8088;2022;26.05.2022;5;21;4;20454
8088;2022;27.05.2022;5;21;5;21702
8088;2022;28.05.2022;5;21;6;17674
8088;2022;29.05.2022;5;21;7;19128
8088;2022;30.05.2022;5;22;1;17972
8088;2022;31.05.2022;5;22;2;17271
8088;2022;01.06.2022;6;22;3;18175
8088;2022;02.06.2022;6;22;4;18581
8088;2022;03.06.2022;6;22;5;22900
8088;2022;04.06.2022;6;22;6;18747
8088;2022;05.06.2022;6;22;17;20659
8088;2022;06.06.2022;6;23;1;20924
8088;2022;07.06.2022;6;23;2;17878
8088;2022;08.06.2022;6;23;3;17627
8088;2022;09.06.2022;6;23;4;19129
8088;2022;10.06.2022;6;23;5;24399
8088;2022;11.06.2022;6;23;6;23831
8088;2022;12.06.2022;6;23;7;23733
8088;2022;13.06.2022;6;24;1;20141
8088;2022;14.06.2022;6;24;2;19835
8088;2022;15.06.2022;6;24;3;30235
8088;2022;16.06.2022;6;24;14;22628
8088;2022;17.06.2022;6;24;5;20256
8088;2022;18.06.2022;6;24;6;26327
8088;2022;19.06.2022;6;24;7;40026
8088;2022;20.06.2022;6;25;1;24536
8088;2022;21.06.2022;6;25;2;18909
8088;2022;22.06.2022;6;25;3;19299
8088;2022;23.06.2022;6;25;4;20838
8088;2022;24.06.2022;6;25;5;26389
8088;2022;25.06.2022;6;25;6;31143
8088;2022;26.06.2022;6;25;7;27022
8088;2022;27.06.2022;6;26;1;23208
8088;2022;28.06.2022;6;26;2;19761
8088;2022;29.06.2022;6;26;3;20589
8088;2022;30.06.2022;6;26;4;23496
8088;2022;01.07.2022;7;26;5;28772
8088;2022;02.07.2022;7;26;6;32101
8088;2022;03.07.2022;7;26;7;29589
8088;2022;04.07.2022;7;27;1;25703
8088;2022;05.07.2022;7;27;2;20860
8088;2022;06.07.2022;7;27;3;21139
8088;2022;07.07.2022;7;27;4;22642
8088;2022;08.07.2022;7;27;5;28210
8088;2022;09.07.2022;7;27;6;34677
8088;2022;10.07.2022;7;27;7;30536
8088;2022;11.07.2022;7;28;1;26794
8088;2022;12.07.2022;7;28;2;21627
8088;2022;13.07.2022;7;28;3;22264
8088;2022;14.07.2022;7;28;4;25251
8088;2022;15.07.2022;7;28;5;32203
8088;2022;16.07.2022;7;28;6;40328
8088;2022;17.07.2022;7;28;7;35845
8088;2022;18.07.2022;7;29;1;30528
8088;2022;19.07.2022;7;29;2;22941
8088;2022;20.07.2022;7;29;3;24825
8088;2022;21.07.2022;7;29;4;26904
8088;2022;22.07.2022;7;29;5;33922
8088;2022;23.07.2022;7;29;6;41950
8088;2022;24.07.2022;7;29;7;38727
8088;2022;25.07.2022;7;30;1;32657
8088;2022;26.07.2022;7;30;2;23587
8088;2022;27.07.2022;7;30;3;23712
8088;2022;28.07.2022;7;30;4;26379
8088;2022;29.07.2022;7;30;5;32784
8088;2022;30.07.2022;7;30;6;43283
8088;2022;31.07.2022;7;30;7;41003
8088;2022;01.08.2022;8;31;1;34264
8088;2022;02.08.2022;8;31;2;24351
8088;2022;03.08.2022;8;31;3;24951
8088;2022;04.08.2022;8;31;4;26613
8088;2022;05.08.2022;8;31;5;31974
8088;2022;06.08.2022;8;31;6;39727
8088;2022;07.08.2022;8;31;7;37925
8088;2022;08.08.2022;8;32;1;31168
8088;2022;09.08.2022;8;32;2;24143
8088;2022;10.08.2022;8;32;3;26048
8088;2022;11.08.2022;8;32;4;29036
8088;2022;12.08.2022;8;32;5;40385
8088;2022;13.08.2022;8;32;6;44753
8088;2022;14.08.2022;8;32;7;38934
8088;2022;15.08.2022;8;33;11;41108
8088;2022;16.08.2022;8;33;2;29947
8088;2022;17.08.2022;8;33;3;25383
8088;2022;18.08.2022;8;33;4;25116
8088;2022;19.08.2022;8;33;5;30452
8088;2022;20.08.2022;8;33;6;32805
8088;2022;21.08.2022;8;33;7;32119
8088;2022;22.08.2022;8;34;1;25711
8088;2022;23.08.2022;8;34;2;21761
8088;2022;24.08.2022;8;34;3;22624
8088;2022;25.08.2022;8;34;4;25139
8088;2022;26.08.2022;8;34;5;29762
8088;2022;27.08.2022;8;34;6;27231
8088;2022;28.08.2022;8;34;7;29842
8088;2022;29.08.2022;8;35;1;23438
8088;2022;30.08.2022;8;35;2;20273
8088;2022;31.08.2022;8;35;3;20642
8088;2022;01.09.2022;9;35;4;20028
8088;2022;02.09.2022;9;35;5;24174
8088;2022;03.09.2022;9;35;6;21214
8088;2022;04.09.2022;9;35;7;23674
8088;2022;05.09.2022;9;36;1;20192
8088;2022;06.09.2022;9;36;2;17573
8088;2022;07.09.2022;9;36;3;18357
8088;2022;08.09.2022;9;36;4;19772
8088;2022;09.09.2022;9;36;5;23793
8088;2022;10.09.2022;9;36;6;19218
8088;2022;11.09.2022;9;36;7;22450
8088;2022;12.09.2022;9;37;1;19311
8088;2022;13.09.2022;9;37;2;17671
8088;2022;14.09.2022;9;37;3;18397
8088;2022;15.09.2022;9;37;4;20060
8088;2022;16.09.2022;9;37;5;22798
8088;2022;17.09.2022;9;37;6;17621
8088;2022;18.09.2022;9;37;7;18875
8088;2022;19.09.2022;9;38;1;17675
8088;2022;20.09.2022;9;38;2;16303
8088;2022;21.09.2022;9;38;3;17112
8088;2022;22.09.2022;9;38;4;18601
8088;2022;23.09.2022;9;38;5;22807
8088;2022;24.09.2022;9;38;6;16535
8088;2022;25.09.2022;9;38;7;18975
8088;2022;26.09.2022;9;39;1;17393
8088;2022;27.09.2022;9;39;2;16461
8088;2022;28.09.2022;9;39;3;16935
8088;2022;29.09.2022;9;39;4;18075
8088;2022;30.09.2022;9;39;5;22074
8088;2022;01.10.2022;10;39;6;15432
8088;2022;02.10.2022;10;39;7;16496
8088;2022;03.10.2022;10;40;1;17334
8088;2022;04.10.2022;10;40;2;17054
8088;2022;05.10.2022;10;40;3;16811
8088;2022;06.10.2022;10;40;4;17813
8088;2022;07.10.2022;10;40;5;20845
8088;2022;08.10.2022;10;40;6;14572
8088;2022;09.10.2022;10;40;7;17385
8088;2022;10.10.2022;10;41;1;16269
8088;2022;11.10.2022;10;41;2;15651
8088;2022;12.10.2022;10;41;3;16473
8088;2022;13.10.2022;10;41;4;18325
8088;2022;14.10.2022;10;41;5;21405
8088;2022;15.10.2022;10;41;6;14307
8088;2022;16.10.2022;10;41;7;17812
8088;2022;17.10.2022;10;42;1;16278
8088;2022;18.10.2022;10;42;2;15938
8088;2022;19.10.2022;10;42;3;16385
8088;2022;20.10.2022;10;42;4;17454
8088;2022;21.10.2022;10;42;5;20035
8088;2022;22.10.2022;10;42;6;13493
8088;2022;23.10.2022;10;42;7;15419
8088;2022;24.10.2022;10;43;1;15892
8088;2022;25.10.2022;10;43;2;15984
8088;2022;26.10.2022;10;43;3;16675
8088;2022;27.10.2022;10;43;4;18283
8088;2022;28.10.2022;10;43;5;23619
8088;2022;29.10.2022;10;43;6;17689
8088;2022;30.10.2022;10;43;7;15814
8088;2022;31.10.2022;10;44;1;14606
8088;2022;01.11.2022;11;44;12;13115
8088;2022;02.11.2022;11;44;3;17833
8088;2022;03.11.2022;11;44;4;16818
8088;2022;04.11.2022;11;44;5;18276
8088;2022;05.11.2022;11;44;6;12539
8088;2022;06.11.2022;11;44;7;13497
8088;2022;07.11.2022;11;45;1;15520
8088;2022;08.11.2022;11;45;2;15454
8088;2022;09.11.2022;11;45;3;17172
8088;2022;10.11.2022;11;45;4;24749
8088;2022;11.11.2022;11;45;15;17256
8088;2022;12.11.2022;11;45;6;11855
8088;2022;13.11.2022;11;45;7;24964
8088;2022;14.11.2022;11;46;1;17304
8088;2022;15.11.2022;11;46;2;16011
8088;2022;16.11.2022;11;46;3;15779
8088;2022;17.11.2022;11;46;4;16632
8088;2022;18.11.2022;11;46;5;18517
8088;2022;19.11.2022;11;46;6;10095
8088;2022;20.11.2022;11;46;7;12251
8088;2022;21.11.2022;11;47;1;15077
8088;2022;22.11.2022;11;47;2;14700
8088;2022;23.11.2022;11;47;3;15235
8088;2022;24.11.2022;11;47;4;16447
8088;2022;25.11.2022;11;47;5;18562
8088;2022;26.11.2022;11;47;6;11042
8088;2022;27.11.2022;11;47;7;12573
8088;2022;28.11.2022;11;48;1;15687
8088;2022;29.11.2022;11;48;2;14992
8088;2022;30.11.2022;11;48;3;15067
8088;2022;01.12.2022;12;48;4;15879
8088;2022;02.12.2022;12;48;5;17643
8088;2022;03.12.2022;12;48;6;11442
8088;2022;04.12.2022;12;48;7;11824
8088;2022;05.12.2022;12;49;1;15187
8088;2022;06.12.2022;12;49;2;14820
8088;2022;07.12.2022;12;49;3;15234
8088;2022;08.12.2022;12;49;4;16598
8088;2022;09.12.2022;12;49;5;18023
8088;2022;10.12.2022;12;49;6;11188
8088;2022;11.12.2022;12;49;7;12119
8088;2022;12.12.2022;12;50;1;15277
8088;2022;13.12.2022;12;50;2;15036
8088;2022;14.12.2022;12;50;3;15430
8088;2022;15.12.2022;12;50;4;16272
8088;2022;16.12.2022;12;50;5;18128
8088;2022;17.12.2022;12;50;6;12168
8088;2022;18.12.2022;12;50;7;11794
8088;2022;19.12.2022;12;51;1;15129
8088;2022;20.12.2022;12;51;2;15886
8088;2022;21.12.2022;12;51;3;17265
8088;2022;22.12.2022;12;51;4;19063
8088;2022;23.12.2022;12;51;5;19633
8088;2022;24.12.2022;12;51;6;9295
8088;2022;25.12.2022;12;51;17;7652
8088;2022;26.12.2022;12;52;11;12287
8088;2022;27.12.2022;12;52;2;17537
8088;2022;28.12.2022;12;52;3;15614
8088;2022;29.12.2022;12;52;4;15449
8088;2022;30.12.2022;12;52;5;18021
8088;2022;31.12.2022;12;52;6;7769
8501;2022;01.05.2022;5;17;17;8615
8501;2022;02.05.2022;5;18;1;9636
8501;2022;03.05.2022;5;18;12;8841
8501;2022;04.05.2022;5;18;3;9581
8501;2022;05.05.2022;5;18;4;9450
8501;2022;06.05.2022;5;18;5;9893
8501;2022;07.05.2022;5;18;6;8481
8501;2022;08.05.2022;5;18;7;7857
8501;2022;09.05.2022;5;19;1;9572
8501;2022;10.05.2022;5;19;2;9454
8501;2022;11.05.2022;5;19;3;9503
8501;2022;12.05.2022;5;19;4;9360
8501;2022;13.05.2022;5;19;5;10318
8501;2022;14.05.2022;5;19;6;8687
8501;2022;15.05.2022;5;19;7;8521
8501;2022;16.05.2022;5;20;1;9580
8501;2022;17.05.2022;5;20;2;9565
8501;2022;18.05.2022;5;20;3;9311
8501;2022;19.05.2022;5;20;4;9788
8501;2022;20.05.2022;5;20;5;10233
8501;2022;21.05.2022;5;20;6;8365
8501;2022;22.05.2022;5;20;7;7519
8501;2022;23.05.2022;5;21;1;9633
8501;2022;24.05.2022;5;21;2;9121
8501;2022;25.05.2022;5;21;3;9133
8501;2022;26.05.2022;5;21;4;9860
8501;2022;27.05.2022;5;21;5;9784
8501;2022;28.05.2022;5;21;6;8749
8501;2022;29.05.2022;5;21;7;7482
8501;2022;30.05.2022;5;22;1;9492
8501;2022;31.05.2022;5;22;2;9672
8501;2022;01.06.2022;6;22;3;9576
8501;2022;02.06.2022;6;22;4;9440
8501;2022;03.06.2022;6;22;5;10365
8501;2022;04.06.2022;6;22;6;8714
8501;2022;05.06.2022;6;22;17;8382
8501;2022;06.06.2022;6;23;1;10809
8501;2022;07.06.2022;6;23;2;9560
8501;2022;08.06.2022;6;23;3;9327
8501;2022;09.06.2022;6;23;4;9244
8501;2022;10.06.2022;6;23;5;10470
8501;2022;11.06.2022;6;23;6;9357
8501;2022;12.06.2022;6;23;7;8485
8501;2022;13.06.2022;6;24;1;10197
8501;2022;14.06.2022;6;24;2;9546
8501;2022;15.06.2022;6;24;3;10119
8501;2022;16.06.2022;6;24;14;8879
8501;2022;17.06.2022;6;24;5;10414
8501;2022;18.06.2022;6;24;6;10026
8501;2022;19.06.2022;6;24;7;9763
8501;2022;20.06.2022;6;25;1;9090
8501;2022;21.06.2022;6;25;2;9602
8501;2022;22.06.2022;6;25;3;9431
8501;2022;23.06.2022;6;25;4;9919
8501;2022;24.06.2022;6;25;5;10811
8501;2022;25.06.2022;6;25;6;9686
8501;2022;26.06.2022;6;25;7;8856
8501;2022;27.06.2022;6;26;1;10224
8501;2022;28.06.2022;6;26;2;9589
8501;2022;29.06.2022;6;26;3;9302
8501;2022;30.06.2022;6;26;4;9405
8501;2022;01.07.2022;7;26;5;10331
8501;2022;02.07.2022;7;26;6;9431
8501;2022;03.07.2022;7;26;7;9298
8501;2022;04.07.2022;7;27;1;10152
8501;2022;05.07.2022;7;27;2;9963
8501;2022;06.07.2022;7;27;3;9656
8501;2022;07.07.2022;7;27;4;9743
8501;2022;08.07.2022;7;27;5;11136
8501;2022;09.07.2022;7;27;6;10505
8501;2022;10.07.2022;7;27;7;8957
8501;2022;11.07.2022;7;28;1;10158
8501;2022;12.07.2022;7;28;2;9743
8501;2022;13.07.2022;7;28;3;9882
8501;2022;14.07.2022;7;28;4;10414
8501;2022;15.07.2022;7;28;5;11014
8501;2022;16.07.2022;7;28;6;9103
8501;2022;17.07.2022;7;28;7;9304
8501;2022;18.07.2022;7;29;1;10911
8501;2022;19.07.2022;7;29;2;10543
8501;2022;20.07.2022;7;29;3;10381
8501;2022;21.07.2022;7;29;4;10146
8501;2022;22.07.2022;7;29;5;11128
8501;2022;23.07.2022;7;29;6;9195
8501;2022;24.07.2022;7;29;7;9929
8501;2022;25.07.2022;7;30;1;10776
8501;2022;26.07.2022;7;30;2;10089
8501;2022;27.07.2022;7;30;3;9812
8501;2022;28.07.2022;7;30;4;9936
8501;2022;29.07.2022;7;30;5;10625
8501;2022;30.07.2022;7;30;6;8400
8501;2022;31.07.2022;7;30;7;9649
8501;2022;01.08.2022;8;31;1;9857
8501;2022;02.08.2022;8;31;2;9810
8501;2022;03.08.2022;8;31;3;10126
8501;2022;04.08.2022;8;31;4;10053
8501;2022;05.08.2022;8;31;5;10559
8501;2022;06.08.2022;8;31;6;9442
8501;2022;07.08.2022;8;31;7;9463
8501;2022;08.08.2022;8;32;1;10288
8501;2022;09.08.2022;8;32;2;9844
8501;2022;10.08.2022;8;32;3;10027
8501;2022;11.08.2022;8;32;4;10292
8501;2022;12.08.2022;8;32;5;11424
8501;2022;13.08.2022;8;32;6;10152
8501;2022;14.08.2022;8;32;7;10179
8501;2022;15.08.2022;8;33;11;9296
8501;2022;16.08.2022;8;33;2;9939
8501;2022;17.08.2022;8;33;3;9983
8501;2022;18.08.2022;8;33;4;9804
8501;2022;19.08.2022;8;33;5;10252
8501;2022;20.08.2022;8;33;6;8349
8501;2022;21.08.2022;8;33;7;7123
8501;2022;22.08.2022;8;34;1;9748
8501;2022;23.08.2022;8;34;2;9145
8501;2022;24.08.2022;8;34;3;9311
8501;2022;25.08.2022;8;34;4;9527
8501;2022;26.08.2022;8;34;5;10652
8501;2022;27.08.2022;8;34;6;9089
8501;2022;28.08.2022;8;34;7;6985
8501;2022;29.08.2022;8;35;1;9672
8501;2022;30.08.2022;8;35;2;9356
8501;2022;31.08.2022;8;35;3;9435
8501;2022;01.09.2022;9;35;4;9162
8501;2022;02.09.2022;9;35;5;10088
8501;2022;03.09.2022;9;35;6;8654
8501;2022;04.09.2022;9;35;7;7964
8501;2022;05.09.2022;9;36;1;9315
8501;2022;06.09.2022;9;36;2;8931
8501;2022;07.09.2022;9;36;3;9029
8501;2022;08.09.2022;9;36;4;8565
8501;2022;09.09.2022;9;36;5;9694
8501;2022;10.09.2022;9;36;6;8064
8501;2022;11.09.2022;9;36;7;7091
8501;2022;12.09.2022;9;37;1;9152
8501;2022;13.09.2022;9;37;2;9024
8501;2022;14.09.2022;9;37;3;8847
8501;2022;15.09.2022;9;37;4;9066
8501;2022;16.09.2022;9;37;5;9962
8501;2022;17.09.2022;9;37;6;8265
8501;2022;18.09.2022;9;37;7;6520
8501;2022;19.09.2022;9;38;1;9126
8501;2022;20.09.2022;9;38;2;9291
8501;2022;21.09.2022;9;38;3;9270
8501;2022;22.09.2022;9;38;4;9361
8501;2022;23.09.2022;9;38;5;10060
8501;2022;24.09.2022;9;38;6;8255
8501;2022;25.09.2022;9;38;7;7303
8501;2022;26.09.2022;9;39;1;9041
8501;2022;27.09.2022;9;39;2;9128
8501;2022;28.09.2022;9;39;3;8790
8501;2022;29.09.2022;9;39;4;9218
8501;2022;30.09.2022;9;39;5;9797
8501;2022;01.10.2022;10;39;6;8255
8501;2022;02.10.2022;10;39;7;5936
8501;2022;03.10.2022;10;40;1;10079
8501;2022;04.10.2022;10;40;2;9391
8501;2022;05.10.2022;10;40;3;8915
8501;2022;06.10.2022;10;40;4;9265
8501;2022;07.10.2022;10;40;5;10310
8501;2022;08.10.2022;10;40;6;8572
8501;2022;09.10.2022;10;40;7;7410
8501;2022;10.10.2022;10;41;1;9272
8501;2022;11.10.2022;10;41;2;9116
8501;2022;12.10.2022;10;41;3;8995
8501;2022;13.10.2022;10;41;4;9002
8501;2022;14.10.2022;10;41;5;9923
8501;2022;15.10.2022;10;41;6;8034
8501;2022;16.10.2022;10;41;7;7064
8501;2022;17.10.2022;10;42;1;9273
8501;2022;18.10.2022;10;42;2;8714
8501;2022;19.10.2022;10;42;3;8865
8501;2022;20.10.2022;10;42;4;8963
8501;2022;21.10.2022;10;42;5;9915
8501;2022;22.10.2022;10;42;6;7760
8501;2022;23.10.2022;10;42;7;7110
8501;2022;24.10.2022;10;43;1;9037
8501;2022;25.10.2022;10;43;2;9083
8501;2022;26.10.2022;10;43;3;9040
8501;2022;27.10.2022;10;43;4;9394
8501;2022;28.10.2022;10;43;5;11025
8501;2022;29.10.2022;10;43;6;9390
8501;2022;30.10.2022;10;43;7;6892
8501;2022;31.10.2022;10;44;1;8381
8501;2022;01.11.2022;11;44;12;6927
8501;2022;02.11.2022;11;44;3;9237
8501;2022;03.11.2022;11;44;4;8820
8501;2022;04.11.2022;11;44;5;9387
8501;2022;05.11.2022;11;44;6;7785
8501;2022;06.11.2022;11;44;7;6130
8501;2022;07.11.2022;11;45;1;8942
8501;2022;08.11.2022;11;45;2;8946
8501;2022;09.11.2022;11;45;3;8778
8501;2022;10.11.2022;11;45;4;9100
8501;2022;11.11.2022;11;45;15;7124
8501;2022;12.11.2022;11;45;6;7461
8501;2022;13.11.2022;11;45;7;6169
8501;2022;14.11.2022;11;46;1;8965
8501;2022;15.11.2022;11;46;2;9109
8501;2022;16.11.2022;11;46;3;8692
8501;2022;17.11.2022;11;46;4;8717
8501;2022;18.11.2022;11;46;5;9695
8501;2022;19.11.2022;11;46;6;7273
8501;2022;20.11.2022;11;46;7;5159
8501;2022;21.11.2022;11;47;1;8660
8501;2022;22.11.2022;11;47;2;8475
8501;2022;23.11.2022;11;47;3;8724
8501;2022;24.11.2022;11;47;4;8650
8501;2022;25.11.2022;11;47;5;9370
8501;2022;26.11.2022;11;47;6;6949
8501;2022;27.11.2022;11;47;7;5469
8501;2022;28.11.2022;11;48;1;8672
8501;2022;29.11.2022;11;48;2;8807
8501;2022;30.11.2022;11;48;3;8710
8501;2022;01.12.2022;12;48;4;8681
8501;2022;02.12.2022;12;48;5;9549
8501;2022;03.12.2022;12;48;6;7066
8501;2022;04.12.2022;12;48;7;5100
8501;2022;05.12.2022;12;49;1;8539
8501;2022;06.12.2022;12;49;2;8623
8501;2022;07.12.2022;12;49;3;8536
8501;2022;08.12.2022;12;49;4;8564
8501;2022;09.12.2022;12;49;5;9449
8501;2022;10.12.2022;12;49;6;7976
8501;2022;11.12.2022;12;49;7;5138
8501;2022;12.12.2022;12;50;1;8307
8501;2022;13.12.2022;12;50;2;8426
8501;2022;14.12.2022;12;50;3;8450
8501;2022;15.12.2022;12;50;4;8662
8501;2022;16.12.2022;12;50;5;9055
8501;2022;17.12.2022;12;50;6;7578
8501;2022;18.12.2022;12;50;7;5190
8501;2022;19.12.2022;12;51;1;7955
8501;2022;20.12.2022;12;51;2;8557
8501;2022;21.12.2022;12;51;3;9093
8501;2022;22.12.2022;12;51;4;12290
8501;2022;23.12.2022;12;51;5;9256
8501;2022;24.12.2022;12;51;6;4919
8501;2022;25.12.2022;12;51;17;3321
8501;2022;26.12.2022;12;52;11;3863
8501;2022;27.12.2022;12;52;2;6320
8501;2022;28.12.2022;12;52;3;6445
8501;2022;29.12.2022;12;52;4;6931
8501;2022;30.12.2022;12;52;5;8215
8501;2022;31.12.2022;12;52;6;4374
8502;2022;01.01.2022;1;52;16;7165
8502;2022;02.01.2022;1;52;7;22813
8502;2022;03.01.2022;1;1;1;20961
8502;2022;04.01.2022;1;1;2;21095
8502;2022;05.01.2022;1;1;3;19429
8502;2022;06.01.2022;1;1;14;16850
8502;2022;07.01.2022;1;1;5;20141
8502;2022;08.01.2022;1;1;6;22691
8502;2022;09.01.2022;1;1;7;23853
8502;2022;10.01.2022;1;2;1;14592
8502;2022;11.01.2022;1;2;2;19892
8502;2022;12.01.2022;1;2;3;20498
8502;2022;13.01.2022;1;2;4;20736
8502;2022;14.01.2022;1;2;5;24019
8502;2022;15.01.2022;1;2;6;20857
8502;2022;16.01.2022;1;2;7;17529
8502;2022;17.01.2022;1;3;1;20530
8502;2022;18.01.2022;1;3;2;20921
8502;2022;19.01.2022;1;3;3;21139
8502;2022;20.01.2022;1;3;4;20682
8502;2022;21.01.2022;1;3;5;22568
8502;2022;22.01.2022;1;3;6;21195
8502;2022;23.01.2022;1;3;7;16357
8502;2022;24.01.2022;1;4;1;20138
8502;2022;25.01.2022;1;4;2;20759
8502;2022;26.01.2022;1;4;3;21202
8502;2022;27.01.2022;1;4;4;21941
8502;2022;28.01.2022;1;4;5;24702
8502;2022;29.01.2022;1;4;6;21689
8502;2022;30.01.2022;1;4;7;17633
8502;2022;31.01.2022;1;5;1;21525
8502;2022;01.02.2022;2;5;2;21362
8502;2022;02.02.2022;2;5;3;21473
8502;2022;03.02.2022;2;5;4;21985
8502;2022;04.02.2022;2;5;5;24429
8502;2022;05.02.2022;2;5;6;19766
8502;2022;06.02.2022;2;5;7;17441
8502;2022;07.02.2022;2;6;1;21081
8502;2022;08.02.2022;2;6;2;20839
8502;2022;09.02.2022;2;6;3;21656
8502;2022;10.02.2022;2;6;4;22838
8502;2022;11.02.2022;2;6;5;25490
8502;2022;12.02.2022;2;6;6;21336
8502;2022;13.02.2022;2;6;7;18629
8502;2022;14.02.2022;2;7;1;21665
8502;2022;15.02.2022;2;7;2;22175
8502;2022;16.02.2022;2;7;3;22380
8502;2022;17.02.2022;2;7;4;22670
8502;2022;18.02.2022;2;7;5;26140
8502;2022;19.02.2022;2;7;6;21346
8502;2022;20.02.2022;2;7;7;19572
8502;2022;21.02.2022;2;8;1;22555
8502;2022;22.02.2022;2;8;2;22574
8502;2022;23.02.2022;2;8;3;22783
8502;2022;24.02.2022;2;8;4;23723
8502;2022;25.02.2022;2;8;5;26743
8502;2022;26.02.2022;2;8;6;22855
8502;2022;27.02.2022;2;8;7;21090
8502;2022;28.02.2022;2;9;1;22857
8502;2022;01.03.2022;3;9;2;23895
8502;2022;02.03.2022;3;9;3;23216
8502;2022;03.03.2022;3;9;4;24267
8502;2022;04.03.2022;3;9;5;27687
8502;2022;05.03.2022;3;9;6;24210
8502;2022;06.03.2022;3;9;7;22405
8502;2022;07.03.2022;3;10;1;22626
8502;2022;08.03.2022;3;10;2;24190
8502;2022;09.03.2022;3;10;3;23596
8502;2022;10.03.2022;3;10;4;23814
8502;2022;11.03.2022;3;10;5;26871
8502;2022;12.03.2022;3;10;6;22748
8502;2022;13.03.2022;3;10;7;21197
8502;2022;14.03.2022;3;11;1;23216
8502;2022;15.03.2022;3;11;2;22169
8502;2022;16.03.2022;3;11;3;22313
8502;2022;17.03.2022;3;11;4;23321
8502;2022;18.03.2022;3;11;5;26138
8502;2022;19.03.2022;3;11;6;21619
8502;2022;20.03.2022;3;11;7;20140
8502;2022;21.03.2022;3;12;1;23284
8502;2022;22.03.2022;3;12;2;21419
8502;2022;23.03.2022;3;12;3;22075
8502;2022;24.03.2022;3;12;4;22810
8502;2022;25.03.2022;3;12;5;25535
8502;2022;26.03.2022;3;12;6;21114
8502;2022;27.03.2022;3;12;7;19418
8502;2022;28.03.2022;3;13;1;23389
8502;2022;29.03.2022;3;13;2;21926
8502;2022;30.03.2022;3;13;3;21969
8502;2022;31.03.2022;3;13;4;23417
8502;2022;01.04.2022;4;13;5;25681
8502;2022;02.04.2022;4;13;6;21053
8502;2022;03.04.2022;4;13;7;19760
8502;2022;04.04.2022;4;14;1;22370
8502;2022;05.04.2022;4;14;2;22342
8502;2022;06.04.2022;4;14;3;22717
8502;2022;07.04.2022;4;14;4;23448
8502;2022;08.04.2022;4;14;5;27870
8502;2022;09.04.2022;4;14;6;27483
8502;2022;10.04.2022;4;14;7;20590
8502;2022;11.04.2022;4;15;1;23449
8502;2022;12.04.2022;4;15;2;23282
8502;2022;13.04.2022;4;15;3;29113
8502;2022;14.04.2022;4;15;4;31341
8502;2022;15.04.2022;4;15;5;30842
8502;2022;16.04.2022;4;15;6;16676
8502;2022;17.04.2022;4;15;17;8232
8502;2022;18.04.2022;4;16;11;24058
8502;2022;19.04.2022;4;16;2;33037
8502;2022;20.04.2022;4;16;3;27571
8502;2022;21.04.2022;4;16;4;24044
8502;2022;22.04.2022;4;16;5;26821
8502;2022;23.04.2022;4;16;6;26994
8502;2022;24.04.2022;4;16;7;27933
8502;2022;25.04.2022;4;17;1;24853
8502;2022;26.04.2022;4;17;2;22808
8502;2022;27.04.2022;4;17;3;24173
8502;2022;28.04.2022;4;17;4;24788
8502;2022;29.04.2022;4;17;5;29383
8502;2022;30.04.2022;4;17;6;25626
8502;2022;01.05.2022;5;17;17;19799
8502;2022;02.05.2022;5;18;1;23185
8502;2022;03.05.2022;5;18;12;19940
8502;2022;04.05.2022;5;18;3;23029
8502;2022;05.05.2022;5;18;4;24160
8502;2022;06.05.2022;5;18;5;26232
8502;2022;07.05.2022;5;18;6;22513
8502;2022;08.05.2022;5;18;7;21375
8502;2022;09.05.2022;5;19;1;25320
8502;2022;10.05.2022;5;19;2;23389
8502;2022;11.05.2022;5;19;3;23564
8502;2022;12.05.2022;5;19;4;24729
8502;2022;13.05.2022;5;19;5;27916
8502;2022;14.05.2022;5;19;6;22171
8502;2022;15.05.2022;5;19;7;21317
8502;2022;16.05.2022;5;20;1;26178
8502;2022;17.05.2022;5;20;2;24034
8502;2022;18.05.2022;5;20;3;23592
8502;2022;19.05.2022;5;20;4;24581
8502;2022;20.05.2022;5;20;5;27548
8502;2022;21.05.2022;5;20;6;22977
8502;2022;22.05.2022;5;20;7;20600
8502;2022;23.05.2022;5;21;1;23828
8502;2022;24.05.2022;5;21;2;22873
8502;2022;25.05.2022;5;21;3;27155
8502;2022;26.05.2022;5;21;4;26428
8502;2022;27.05.2022;5;21;5;23882
8502;2022;28.05.2022;5;21;6;21573
8502;2022;29.05.2022;5;21;7;27894
8502;2022;30.05.2022;5;22;1;26942
8502;2022;31.05.2022;5;22;2;23710
8502;2022;01.06.2022;6;22;3;23565
8502;2022;02.06.2022;6;22;4;25196
8502;2022;03.06.2022;6;22;5;28676
8502;2022;04.06.2022;6;22;6;25034
8502;2022;05.06.2022;6;22;17;13836
8502;2022;06.06.2022;6;23;1;25238
8502;2022;07.06.2022;6;23;2;20511
8502;2022;08.06.2022;6;23;3;22647
8502;2022;09.06.2022;6;23;4;23802
8502;2022;10.06.2022;6;23;5;27484
8502;2022;11.06.2022;6;23;6;24023
8502;2022;12.06.2022;6;23;7;21240
